HUC_12	HU_12_NAME	BIN	CROSSED	y	x
41201030305	Cazenovia Creek	3328120	CAZENOVIA CREEK	42.779359	-78.683018
20200030803	Ladd Brook-Hoosic River	3303720	HOOSIC RIVER	42.826513	-73.322143
20200040906	Upper Canajoharie Creek	3354250	CANAJOHARIE CREEK	42.838853	-74.695366
20200031105	Deep Kill	1024680	DEEPKILL CREEK	42.831016	-73.62618
41300030502	Jaycox Creek-Genesee River	1028700	GENESEE RIVER	42.804433	-77.827172
41402010903	Wilson Creek-Seneca Lake	1043080	BURRELL CREEK	42.821708	-77.04503
41402011304	Dutch Hollow Brook	2206890	DUTCH HOLLOW BRK	42.831897	-76.412379
41402010204	Deep Run-Canadaigua Lake	1078690	CARD CREEK	42.817113	-77.328216
20501020505	Payne Brook	4424090	MADISON RES.FEEDR	42.840204	-75.546688
20501020506	Eaton Brook-Chenango River	2308860	CHENANGO RIVER	42.840022	-75.593554
20200031105	Deep Kill	3303460	HUDSONR.BACKWATER	42.833985	-73.664044
20200040908	Lower Canajoharie Creek	3309820	TB CANAJOHARIE CK	42.841255	-74.573471
20200040906	Upper Canajoharie Creek	2227480	CANAJOHARIE CREEK	42.841852	-74.705875
41201030101	Headwaters Cayuga Creek	1030030	CAYUGA CREEK	42.791912	-78.396695
20501010905	Upper Unadilla River	3308710	UNADILLA RIVER	42.842333	-75.242851
41300030205	Honeoye Lake-Honeoye Creek	3318470	WHETSTONE CREEK	42.814747	-77.532889
20200040906	Upper Canajoharie Creek	3309550	CANAJOHARIE CREEK	42.842339	-74.685803
41402010204	Deep Run-Canadaigua Lake	1046680	DEEP RUN CREEK	42.821112	-77.259008
41201030205	Pond Brook-Buffalo Creek	3328290	BUFFALO CREEK	42.788237	-78.553653
41402011304	Dutch Hollow Brook	2206900	DUTCH HOLLOW BRK	42.835128	-76.41331
20200040907	Middle Canajoharie Creek	3309700	CANAJOHARIE CREEK	42.84343	-74.629015
20200040908	Lower Canajoharie Creek	3309800	CANAJOHARIE CREEK	42.843366	-74.584226
41201030401	Smoke Creek	3327460	S BR SMOKES CREEK	42.78185	-78.785965
20200040906	Upper Canajoharie Creek	3309610	CANAJOHARIE CREEK	42.84439	-74.679619
41402010101	Upper Mud Creek	3318550	MUD CREEK	42.819841	-77.39902
41300030501	Beards Creek	3316290	TAUNTON CREEK	42.807107	-77.94604
41402010302	Middle Flint Creek	3318320	FLINT CREEK	42.825403	-77.124229
20200040907	Middle Canajoharie Creek	3309690	CANAJOHARIE CREEK	42.845571	-74.651307
20200040908	Lower Canajoharie Creek	1007930	CANAJOHARIE CREEK	42.846035	-74.600362
41201030103	Little Buffalo Creek	3367700	TRIB LIT BUFF CRK	42.793447	-78.515748
20200031003	Sunkauissia Creek	2201780	SUNKAUISSIA CRK	42.837625	-73.499878
41201030401	Smoke Creek	2270380	E. Br. Smokes Cre	42.787134	-78.72651
41201030205	Pond Brook-Buffalo Creek	3327900	BUFFALO CREEK	42.792324	-78.576858
20200031005	Tomhannock Creek	3303420	TOMHANNOCK BACKWR	42.838848	-73.524688
20501010102	Herkimer Creek-Canadarago Lake	1020010	TROUT BROOK	42.848804	-75.002753
20200041003	Yatesville Creek-Mohawk River	3309950	YATESVILLE CREEK	42.847735	-74.43788
20200041002	Flat Creek-Mohawk River	3309870	FLAT CREEK	42.848219	-74.51321
20200031003	Sunkauissia Creek	2201770	SUNKAVISSIA CREEK	42.839584	-73.511945
20200040907	Middle Canajoharie Creek	3309620	CANAJOHARIE CREEK	42.84906	-74.673775
20200041003	Yatesville Creek-Mohawk River	3309940	YATESVILLE CREEK	42.848249	-74.440879
41201030205	Pond Brook-Buffalo Creek	3328190	BR BUFFALO CREEK	42.793841	-78.58717
20200031003	Sunkauissia Creek	3303370	SUNKAUISSIA CK	42.840057	-73.486236
41201030401	Smoke Creek	3328060	SMOKES CREEK	42.78896	-78.740219
41402010905	Silver Creek-Seneca River	2209520	KENDIG CREEK	42.834621	-76.893543
41201030101	Headwaters Cayuga Creek	3319590	CAYUGA CREEK	42.799659	-78.405687
20200041105	Sandsea Kill-Mohawk River	1003010	PLOTTER KILL	42.846078	-74.012688
20200041105	Sandsea Kill-Mohawk River	2203070	PLOTTER KILL	42.846259	-74.012808
20501020506	Eaton Brook-Chenango River	3368350	EATON BROOK	42.848987	-75.60863
20501020506	Eaton Brook-Chenango River	2205060	EATON BROOK	42.849149	-75.611999
20200040906	Upper Canajoharie Creek	3354260	CANAJOHARIE CREEK	42.850549	-74.726763
41402020601	Upper Limestone Creek	3207910	LIMESTONE CREEK	42.847354	-75.909373
20200040906	Upper Canajoharie Creek	3309560	SPROUT BROOK	42.850532	-74.685027
20501020504	Callahan Brook-Chenango River	2308870	CHENANGO RIVER	42.850534	-75.605648
41201030401	Smoke Creek	3362300	S BR SMOKES CRK	42.789413	-78.790216
41402011204	Yawger Creek	1093590	EXT.YAWGER CREEK	42.840985	-76.604338
41300030204	Outlet Hemlock Lake	3318480	HEMLOCK OUTLET	42.823503	-77.57024
41201030402	Rush Creek-Frontal Lake Erie	2260830	RUSH CREEK	42.788543	-78.834585
20200041002	Flat Creek-Mohawk River	3309850	FLAT CREEK	42.852137	-74.523949
41402011304	Dutch Hollow Brook	2206880	DUTCH HOLLOW BRK	42.844381	-76.422332
20501020504	Callahan Brook-Chenango River	1018810	CHENANGO RIVER	42.851703	-75.605905
20200040906	Upper Canajoharie Creek	3354270	TB CANAJOHARIE CK	42.853577	-74.733303
20501020504	Callahan Brook-Chenango River	2308880	CHENANGO RIVER	42.852475	-75.606049
41201030401	Smoke Creek	3327410	S BR SMOKES CREEK	42.791258	-78.792774
20501010101	Ocquionis Creek	1015860	OCQUIONIS CREEK	42.854297	-74.990514
41300030102	Middle Conesus Creek	2258050	WILKINS CREEK	42.822957	-77.686209
41300030205	Honeoye Lake-Honeoye Creek	3318720	HONEOYE CREEK	42.82647	-77.532132
41201030401	Smoke Creek	1042560	SMOKES  CREEK	42.793154	-78.75169
41402020601	Upper Limestone Creek	1053760	LIMESTONE CREEK	42.851491	-75.863537
20501020501	Upper Sangerfield River	2308720	SANGERFIELD RIVER	42.854177	-75.414499
20200040906	Upper Canajoharie Creek	3309510	SPROUT BROOK	42.856039	-74.690018
41402010101	Upper Mud Creek	1016230	MUD CREEK	42.831198	-77.406433
41300030402	Pearl Creek-Oakta Creek	3369830	HANDYSIDE GULF	42.815105	-78.07998
20200031003	Sunkauissia Creek	1079410	Sunkauissia creek	42.846358	-73.465768
41300030204	Outlet Hemlock Lake	3318710	HEMLOCK OUTLET	42.828811	-77.552413
20200031003	Sunkauissia Creek	2270960	Sunkauissia Creek	42.846988	-73.465752
41201030103	Little Buffalo Creek	3370120	LIT BUFFALO CREEK	42.803432	-78.516069
41201030401	Smoke Creek	3327560	SMOKES CREEK	42.796362	-78.755429
41402010302	Middle Flint Creek	3318210	FLINT CREEK	42.839598	-77.116273
20200030804	Browns Brook-Hoosic River	1004290	SHINGLE HLLOW BRK	42.84755	-73.3507
41300030204	Outlet Hemlock Lake	3318450	HEMLOCK OUTLET	42.831694	-77.536138
20200041102	South Chuctanunda Creek	3310210	SO CHUCTANUNDA CK	42.857107	-74.190241
20200031003	Sunkauissia Creek	3303440	SUNKAUISSIA CK	42.850006	-73.455764
41201030205	Pond Brook-Buffalo Creek	1048310	BUFFALO CREEK	42.805046	-78.596134
41201040105	Little Tonawanda Creek	3366420	KENNEDY GULF	42.817648	-78.171473
20200041105	Sandsea Kill-Mohawk River	4416050	MOHAWK RIVER	42.857858	-74.021191
41300030402	Pearl Creek-Oakta Creek	3319950	OATKA CREEK	42.822179	-78.081433
41402011304	Dutch Hollow Brook	1024360	DUTCH HOLLOW BRK	42.854834	-76.443379
41201040105	Little Tonawanda Creek	3319990	LITTLE TONAWANDA	42.820376	-78.170512
20200030804	Browns Brook-Hoosic River	1004300	SHINGLE HLLOW BRK	42.852529	-73.346284
41201030102	Upper Cayuga Creek	3319600	CAYUGA CREEK	42.81346	-78.422956
41402011304	Dutch Hollow Brook	3312930	DUTCH HOLLOW BK	42.855665	-76.448318
41402010905	Silver Creek-Seneca River	3313980	KENDIG CREEK	42.849237	-76.892275
41300030206	Bebee Creek-Honeoye Creek	3318460	HONEOYE CREEK	42.836972	-77.536696
41201030401	Smoke Creek	3327520	N BR SMOKES CREEK	42.803738	-78.769327
41402020601	Upper Limestone Creek	3312610	LIMESTONE CREEK	42.862611	-75.904578
41201030401	Smoke Creek	3327539	S BR SMOKES CREEK	42.804637	-78.809796
41300030103	Lower Conesus Creek	1016210	CONESUS LK OUTLET	42.836294	-77.705907
20501010904	Beaver Creek	3308650	BEAVER CREEK	42.868286	-75.309797
20200030804	Browns Brook-Hoosic River	1004310	HOOSIC RIVER	42.856753	-73.340161
41402011504	Headwaters Onondaga Creek	3312970	RATTLESNAKE GULF	42.863034	-76.148555
20501010101	Ocquionis Creek	2204900	OCQUIONIS CREEK	42.868795	-74.985002
41402010101	Upper Mud Creek	3318570	MUD CREEK	42.843697	-77.401913
41201030401	Smoke Creek	5511750	S BR SMOKES CRK	42.805805	-78.810172
41300030502	Jaycox Creek-Genesee River	3316350	JAYCOX CREEK	42.835061	-77.812052
41402011304	Dutch Hollow Brook	3311690	DUTCH HOLLOW BRK	42.860589	-76.465301
41201030102	Upper Cayuga Creek	3319610	CAYUGA CREEK	42.818538	-78.445742
41402020601	Upper Limestone Creek	3312620	E B LIMESTONE CRK	42.866861	-75.902314
41300030503	Browns Creek-Genesee River	1023720	BIDWELLS CREEK	42.833866	-77.896049
41300030502	Jaycox Creek-Genesee River	1024620	JAYCOX CREEK	42.837721	-77.784276
20200030804	Browns Brook-Hoosic River	1004320	HOOSIC OVERFLOW	42.859486	-73.335449
41402020604	Headwaters Butternut Creek	2257720	CASCADE CREEK	42.866654	-76.072476
20200041105	Sandsea Kill-Mohawk River	3304980	SANDSEA KILL	42.868618	-74.103536
20200041107	Indian Kill-Alplaus Kill	1304950	ALPLAUS KILL	42.867048	-73.902542
20200041105	Sandsea Kill-Mohawk River	3304970	SANDSEA KILL	42.868887	-74.103409
41402020604	Headwaters Butternut Creek	3208070	BUTTERNUT CREEK	42.867894	-76.080945
41402020601	Upper Limestone Creek	3312600	LIMESTONE CREEK	42.870548	-75.90298
20200041105	Sandsea Kill-Mohawk River	5513750	RESERVOIR CREEK	42.87069	-74.047923
41300030503	Browns Creek-Genesee River	3316280	BIDWELLS CREEK	42.838683	-77.881066
41201030305	Cazenovia Creek	1015520	CAZENOVIA CREEK	42.815283	-78.697015
41402010101	Upper Mud Creek	3318650	MUD CREEK	42.850125	-77.399703
20200041102	South Chuctanunda Creek	1021040	SO CHUCTANUNDA CK	42.872542	-74.208282
20200030804	Browns Brook-Hoosic River	1004340	BROWNS BROOK	42.863572	-73.324322
41201040103	Crow Creek-Tonawanda Creek	1035670	TONAWANDA CREEK	42.828851	-78.294379
41201030401	Smoke Creek	2260370	S BR SMOKES CRK.	42.812403	-78.82831
41201030401	Smoke Creek	2028280	S BR SMOKES CRK	42.81255	-78.823917
41201030401	Smoke Creek	2260380	SMOKES CREEK	42.812751	-78.826008
20200040908	Lower Canajoharie Creek	3309730	CANAJOHARIE CREEK	42.876391	-74.602738
20501020501	Upper Sangerfield River	2205950	SANGERFIELD RIVER	42.876869	-75.414896
41201030401	Smoke Creek	2260360	SMOKES CREEK	42.813567	-78.831195
41402010303	Lower Flint Creek	1001900	FLINT CREEK	42.858549	-77.109209
20200031005	Tomhannock Creek	3303410	TOMHANNOCKBACKWTR	42.868879	-73.556415
20200031005	Tomhannock Creek	3303400	TOMHANNOCK SPILL	42.869444	-73.587253
41201030102	Upper Cayuga Creek	3319620	CAYUGA CREEK	42.826256	-78.449596
20501010902	West Branch Unadilla River	1015830	W BR UNADILLA RVR	42.877994	-75.242869
20200031004	Otter Creek	3303430	OTTER CREEK	42.869164	-73.543309
41201030103	Little Buffalo Creek	3328050	LIT BUFFALO CREEK	42.823885	-78.536067
41201030305	Cazenovia Creek	3327960	CAZENOVIA CREEK	42.819432	-78.685644
41402011304	Dutch Hollow Brook	3311700	DUTCH HOLLOW BRK	42.869261	-76.491093
41201030401	Smoke Creek	2260350	SMOKES CREEK	42.814972	-78.83226
41300030402	Pearl Creek-Oakta Creek	3319670	PEARL CREEK	42.839605	-78.013956
41402011204	Yawger Creek	2263130	YAWGER CREEK	42.867786	-76.644819
41402020601	Upper Limestone Creek	3312590	LIMESTONE CREEK	42.876131	-75.902939
41402020702	Cazenovia Lake-Chittenango Creek	3358070	CHITTENANGO CREEK	42.876546	-75.848744
20200041107	Indian Kill-Alplaus Kill	1026310	INDIAN KILL	42.875231	-73.929823
41201030401	Smoke Creek	2260340	SMOKES CREEK	42.816737	-78.830657
20200041102	South Chuctanunda Creek	3310200	S CHUCTANUNDA CRK	42.878146	-74.211271
41201030401	Smoke Creek	3327690	SMOKES CREEK	42.818649	-78.780894
41201030401	Smoke Creek	3327700	SMOKES CREEK	42.818769	-78.777702
20200041006	Auries Creek-Mohawk River	3309980	AURIES CREEK	42.879643	-74.381576
41201030103	Little Buffalo Creek	3328710	LIT BUFFALO CREEK	42.827232	-78.53846
41402011204	Yawger Creek	1077250	YAWGER CREEK	42.870263	-76.666554
41300030503	Browns Creek-Genesee River	3316270	BIDWELLS CREEK	42.845738	-77.903702
20501020504	Callahan Brook-Chenango River	3308830	ELECTRIC LGT STRM	42.880767	-75.643169
41402020604	Headwaters Butternut Creek	3208080	BUTTERNUT CREEK	42.877641	-76.081605
41201030401	Smoke Creek	2260330	SMOKES CREEK	42.819261	-78.827878
20200041006	Auries Creek-Mohawk River	3309990	AURIES CREEK	42.881889	-74.380574
41201030401	Smoke Creek	2028290	N BR SMOKES CREEK	42.819931	-78.824007
41201030401	Smoke Creek	2260390	N BR SMOKES CREEK	42.820481	-78.810218
41201040104	Baker Brook-Tonawanda Creek	1042440	STEVENS BROOK	42.838273	-78.254627
41402011204	Yawger Creek	3311560	YAWGER CREEK	42.873592	-76.629179
20501010903	Headwaters Unadilla River	2204990	UNADILLA RIVER	42.88507	-75.165008
41201030401	Smoke Creek	3327420	SMOKES CREEK	42.822456	-78.802267
41201030101	Headwaters Cayuga Creek	1095650	FENTON CREEK	42.836024	-78.371835
41201030101	Headwaters Cayuga Creek	1030040	RIGHT BRANCH	42.835458	-78.397867
41402020604	Headwaters Butternut Creek	1015790	BUTTERNUT CREEK	42.880875	-76.082763
41201030101	Headwaters Cayuga Creek	1046530	FRENCH BROOK	42.835876	-78.388592
41402010101	Upper Mud Creek	3318410	MUD CREEK	42.861219	-77.390218
20200050705	Irish Creek-Schoharie Creek	3310060	IRISH CREEK	42.884188	-74.295444
20200041107	Indian Kill-Alplaus Kill	3304920	INDIAN KILL	42.881512	-73.946857
41201030401	Smoke Creek	5512129	SMOKES CREEK	42.823732	-78.79097
20200050705	Irish Creek-Schoharie Creek	3310120	IRISH CREEK	42.884451	-74.279891
41201030305	Cazenovia Creek	1044220	CAZENOVIA CREEK	42.825246	-78.753265
41402010905	Silver Creek-Seneca River	3209500	KENDIG CREEK	42.87242	-76.898126
20200041006	Auries Creek-Mohawk River	3310000	UNNAMED CREEK	42.886612	-74.371465
41402011504	Headwaters Onondaga Creek	2208040	ONONDAGA CREEK	42.882615	-76.153571
20200041105	Sandsea Kill-Mohawk River	4416070	ERIE CANAL	42.88461	-74.065098
41201030102	Upper Cayuga Creek	3319630	CAYUGA CREEK	42.836375	-78.457378
41300030503	Browns Creek-Genesee River	3316250	SALT CREEK	42.852988	-77.855333
41300030206	Bebee Creek-Honeoye Creek	3318500	BEBEE CREEK	42.860559	-77.537932
41402010101	Upper Mud Creek	1016240	MUD CREEK	42.86385	-77.389375
20501010903	Headwaters Unadilla River	1015840	UNADILLA RIVER	42.888861	-75.15645
20200041102	South Chuctanunda Creek	3310190	S CHUCTANUNDA CRK	42.886289	-74.216923
20200031004	Otter Creek	3303450	OTTER CREEK	42.879124	-73.49875
41300030402	Pearl Creek-Oakta Creek	1015180	OATKA CREEK	42.848325	-78.060094
41300030402	Pearl Creek-Oakta Creek	3319700	PEARL CREEK	42.848744	-78.047755
41402010904	Castle Creek-Seneca Lake	1074300	MARSH CREEK	42.872516	-76.97232
41300030206	Bebee Creek-Honeoye Creek	3318310	BEBEE CREEK	42.862137	-77.507228
20200031005	Tomhannock Creek	1024700	TOMHANNOCK CREEK	42.881071	-73.602784
20200050705	Irish Creek-Schoharie Creek	1038820	SCHOHARIE CREEK	42.887407	-74.277947
41402011204	Yawger Creek	2259440	YAWGER CREEK	42.877733	-76.672999
41402020702	Cazenovia Lake-Chittenango Creek	3308740	CHITTENANGO CREEK	42.887061	-75.82705
41402010904	Castle Creek-Seneca Lake	2211780	MARSH CREEK	42.873498	-76.973468
41201030305	Cazenovia Creek	2260400	CAZENOVIA CREEK	42.829414	-78.744221
41201030102	Upper Cayuga Creek	3319660	RED BROOK	42.839175	-78.439181
41402011204	Yawger Creek	3311720	YAWGER CREEK	42.878837	-76.683682
20200041105	Sandsea Kill-Mohawk River	5513779	SANDSEA KILL	42.88752	-74.079749
41402010904	Castle Creek-Seneca Lake	2211790	MARSH CREEK	42.87428	-76.974458
20501020504	Callahan Brook-Chenango River	3308840	CHENANGO RIVER	42.889584	-75.64473
41201030102	Upper Cayuga Creek	1046520	RED BROOK	42.839219	-78.458638
20200041002	Flat Creek-Mohawk River	3309860	FLAT CREEK	42.890639	-74.514346
41201030305	Cazenovia Creek	3326930	CAZENOVIA CREEK	42.82958	-78.775712
41201030103	Little Buffalo Creek	3326860	LIT BUFFALO CREEK	42.836978	-78.54648
20200040902	Headwaters Otsquago Creek	1030870	OTSQUAGO CREEK	42.891911	-74.835335
20501010903	Headwaters Unadilla River	2205000	BR UNADILLA RIVER	42.892107	-75.153152
41300030103	Lower Conesus Creek	3316180	CONESUS OUTLET	42.859629	-77.738383
20200041002	Flat Creek-Mohawk River	1002850	FLAT CREEK	42.891358	-74.513973
41300030403	White Creek-Oatka Creek	3366410	KELLY BROOK	42.851211	-78.070471
20200041102	South Chuctanunda Creek	3310180	S CHUCTANUNDA CRK	42.889816	-74.220063
20200041105	Sandsea Kill-Mohawk River	1002990	SANDSEA KILL	42.888856	-74.077892
41402010904	Castle Creek-Seneca Lake	3318680	CASTLE CREEK	42.875171	-77.011216
41402010303	Lower Flint Creek	3318270	FLINT CREEK	42.874049	-77.101167
41201030305	Cazenovia Creek	3328840	CAZENOVIA CREEK	42.833022	-78.716424
41201030102	Upper Cayuga Creek	3319640	CAYUGA CREEK	42.841032	-78.470118
41402010205	Sucker Brook-Canadaigua Lake	1001870	FALLS CREEK	42.871838	-77.239188
41402011504	Headwaters Onondaga Creek	3312980	ONONDAGA CREEK	42.888276	-76.155771
41402020601	Upper Limestone Creek	3208190	LIMESTONE CREEK	42.890613	-75.909508
41402020702	Cazenovia Lake-Chittenango Creek	2308750	CHITTENANGO CK	42.890966	-75.873419
20200041002	Flat Creek-Mohawk River	5515939	FLAT CREEK	42.893426	-74.513344
41201030205	Pond Brook-Buffalo Creek	2260680	BUFFALO CREEK	42.838054	-78.600074
41201030102	Upper Cayuga Creek	3319650	CAYUGA CREEK	42.842989	-78.472113
20200031005	Tomhannock Creek	2259460	TOMHANNOCK CREEK	42.887684	-73.620881
41201030205	Pond Brook-Buffalo Creek	3327260	BUFFALO CREEK	42.839609	-78.600587
41201030103	Little Buffalo Creek	1046570	LIT BUFFALO CREEK	42.84102	-78.55552
20200041002	Flat Creek-Mohawk River	1002860	LASHERS CREEK	42.895219	-74.47083
20200031102	Cooley Kill	2259980	COOLEY KILL	42.890242	-73.808566
41201030103	Little Buffalo Creek	3327280	LITTLE BUFFALO CR	42.84167	-78.549073
20200041002	Flat Creek-Mohawk River	5515920	LASHERS CREEK	42.89576	-74.470948
41201030205	Pond Brook-Buffalo Creek	3327270	POND BROOK	42.839415	-78.635201
20200031102	Cooley Kill	2269330	COOLEY KILL TRIB	42.891361	-73.829731
20200031102	Cooley Kill	2269320	DWAAS KILL	42.891069	-73.784424
41201030103	Little Buffalo Creek	3327300	LITTLE BUFFALO CR	42.84251	-78.577018
41300030503	Browns Creek-Genesee River	3316260	BIDWELLS CREEK	42.861205	-77.922175
20200031102	Cooley Kill	1033241	DWAAS KILL	42.892297	-73.780325
20200040903	Fort Plain-Otsquago Creek	3309590	S BR OTSQUAGO CRK	42.899157	-74.683678
20200041104	Evas Kill-Mohawk River	1038800	TERWILLEGER CREEK	42.896733	-74.166212
20200041102	South Chuctanunda Creek	1038830	SO CHUCTANUNDA CK	42.897282	-74.234149
41402011204	Yawger Creek	1034440	YAWGER CREEK	42.887527	-76.704981
41402010205	Sucker Brook-Canadaigua Lake	1071190	SUCKER BROOK	42.877911	-77.278221
20200041002	Flat Creek-Mohawk River	1002530	KNAUDERACK CREEK	42.899457	-74.491861
20501020504	Callahan Brook-Chenango River	1015810	CALLAHAN BROOK	42.899266	-75.652302
41402010205	Sucker Brook-Canadaigua Lake	2211670	SUCKER BROOK	42.879064	-77.27912
41402011501	Otisco Lake	3312990	VAN BENTHUYSEN BK	42.894384	-76.301863
20200040903	Fort Plain-Otsquago Creek	3309600	S B OTSQUAGO CRK	42.901516	-74.677833
41402020701	Headwaters Chittenango Creek	2205200	CHITTENANGO CREEK	42.899701	-75.796964
20200040903	Fort Plain-Otsquago Creek	3309520	S BR OTSQUAGO CRK	42.902238	-74.690889
41201040105	Little Tonawanda Creek	3369140	MIDDLEBURY BROOK	42.859836	-78.140342
41402010303	Lower Flint Creek	3318140	FLINT CREEK	42.88383	-77.100642
20200040908	Lower Canajoharie Creek	3309810	CANAJOHARIE CREEK	42.902852	-74.573537
20200041107	Indian Kill-Alplaus Kill	1026320	ALPLAUS KILL	42.898807	-73.90896
20200031006	Hoosic River	1024720	HOOSIC RIVER	42.895315	-73.588153
41201030305	Cazenovia Creek	5512119	CAZENOVIA CREEK	42.841225	-78.792897
41300030403	White Creek-Oatka Creek	3319680	OATKA CREEK	42.863537	-78.04677
41201030206	Buffalo Creek	3327250	BUFFALO CREEK	42.845101	-78.676999
41300030103	Lower Conesus Creek	3316160	CONESUS OUTLET	42.870878	-77.761161
41402010905	Silver Creek-Seneca River	3313960	KENDIG CREEK	42.888544	-76.904743
41402010101	Upper Mud Creek	1001840	SCHAFFER CREEK	42.880491	-77.353985
41402020601	Upper Limestone Creek	3207900	CHEESE FACTRY GLF	42.901695	-75.915636
20200040908	Lower Canajoharie Creek	3309830	CANAJOHARIE CREEK	42.904954	-74.571386
41402011504	Headwaters Onondaga Creek	1015760	Onondaga Creek	42.900199	-76.168965
20200031102	Cooley Kill	2202580	DWAAS KILL	42.899773	-73.773106
41201030206	Buffalo Creek	3327100	BUFFALO CREEK	42.848602	-78.640757
20200040908	Lower Canajoharie Creek	1002830	CANAJOHARIE CREE	42.905723	-74.5707
20200040902	Headwaters Otsquago Creek	1030880	OTSQUAGO CREEK	42.906893	-74.800015
41402010403	Middle Canadaigua Outlet	2211720	SPRING BROOK	42.886577	-77.176027
41201030205	Pond Brook-Buffalo Creek	3327310	BUFFALO CREEK	42.850596	-78.606243
20200041003	Yatesville Creek-Mohawk River	3309930	YATESVILLE CREEK	42.906307	-74.454198
20200030804	Browns Brook-Hoosic River	1016990	HOOSIC RIVER	42.8959	-73.3597
20200041003	Yatesville Creek-Mohawk River	1002870	YATESVILLE CREEK	42.9065	-74.456768
20200041003	Yatesville Creek-Mohawk River	5515910	YATESVILLE CREEK	42.90659	-74.45689
41402010101	Upper Mud Creek	1001830	MUD CREEK	42.883083	-77.383226
41402010205	Sucker Brook-Canadaigua Lake	2211640	SUCKER BROOK	42.885238	-77.285593
41201030305	Cazenovia Creek	2260710	CAZENOVIA CREEK	42.845754	-78.806168
41402010401	Upper Canadaigua Outlet	2257840	FEEDER CANAL	42.88671	-77.265932
20200031102	Cooley Kill	1005590	DWAAS KILL	42.902757	-73.774272
20200040902	Headwaters Otsquago Creek	1030890	OTSQUAGO CREEK	42.909228	-74.796087
20200040903	Fort Plain-Otsquago Creek	3309570	S BR OTSQUAGO CRK	42.909159	-74.685954
20200031005	Tomhannock Creek	1303380	TOMHANNOCK CREEK	42.901661	-73.637473
41201040104	Baker Brook-Tonawanda Creek	1042450	STEVENS BROOK	42.863456	-78.267487
41402010303	Lower Flint Creek	3318670	FLINT CREEK	42.890825	-77.101512
20200041107	Indian Kill-Alplaus Kill	3304930	ALPLAUS KILL	42.90502	-73.918406
20200041006	Auries Creek-Mohawk River	1021400	AURIES CREEK	42.908378	-74.350663
20501010901	North Winfield Creek	2204980	NORTH WINFIELD CR	42.910432	-75.183947
41402010205	Sucker Brook-Canadaigua Lake	2267850	SUCKER BROOK	42.887769	-77.289605
41300030503	Browns Creek-Genesee River	2211020	BROWNS CREEK	42.875554	-77.849518
20200040201	Headwaters Oriskany Creek	3308890	ORISKANY CK	42.909949	-75.517779
20200031103	Anthony Kill	2202940	ANTHONY KILL	42.903667	-73.685814
41201030102	Upper Cayuga Creek	1046510	CAYUGA CREEK	42.857617	-78.504949
41402010205	Sucker Brook-Canadaigua Lake	2257950	SUCKER BROOK	42.888382	-77.290485
41201040104	Baker Brook-Tonawanda Creek	1042460	TONAWANDA CREEK	42.864203	-78.283653
41402011305	Owasco Lake	1024380	SUCKER BROOK	42.901194	-76.527393
20200040909	Mother Creek-Mohawk River	1002820	HAPPY HOLLW CREEK	42.910776	-74.598474
20200040909	Mother Creek-Mohawk River	5515960	HAPPY HOLLOW CR	42.911406	-74.598225
41201030103	Little Buffalo Creek	1046500	LITTLE BUFFALO CR	42.856039	-78.59065
41402011502	Tyler Hollow-Ninemile Creek	3313000	NINE MILE CREEK	42.905024	-76.313602
20200041104	Evas Kill-Mohawk River	1002980	UNNAMED CREEK	42.909574	-74.124503
20200041107	Indian Kill-Alplaus Kill	3304940	LA RUE BROOK	42.908902	-73.91944
20200030804	Browns Brook-Hoosic River	2201800	HOOSIC RIVER	42.902388	-73.351561
20200031102	Cooley Kill	2202760	DWAAS KILL	42.908386	-73.770088
20200041104	Evas Kill-Mohawk River	5515800	TERWILLEGER CREEK	42.913033	-74.153858
20200040902	Headwaters Otsquago Creek	1030900	OTSQUAGO CREEK	42.915957	-74.782833
41201030206	Buffalo Creek	1044250	BUFFALO CREEK	42.854642	-78.75467
41402020604	Headwaters Butternut Creek	3312560	BUTTERNUT CREEK	42.911263	-76.070948
41402020603	Middle Limestone Creek	1015800	LIMESTONE CREEK	42.912716	-75.909208
20200040201	Headwaters Oriskany Creek	2308900	ORISKANY CK	42.915508	-75.503124
41201030206	Buffalo Creek	3327240	BUFFALO CREEK	42.857128	-78.692171
41201040104	Baker Brook-Tonawanda Creek	1035690	TANNERY BROOK	42.869649	-78.284677
20200031103	Anthony Kill	2202970	ANTHONY KILL	42.909403	-73.691327
41300030103	Lower Conesus Creek	1011500	LITTL CONESUS CRK	42.884879	-77.710357
20200040903	Fort Plain-Otsquago Creek	3309450	S BR OTSQUAGO CRK	42.916644	-74.725368
20200041102	South Chuctanunda Creek	3310170	S CHUCTANUNDA CRK	42.914744	-74.229917
41402011502	Tyler Hollow-Ninemile Creek	3208160	NINEMILE CREEK	42.910421	-76.321923
41201030206	Buffalo Creek	3327020	BUFFALO CREEK	42.857942	-78.708741
41201040105	Little Tonawanda Creek	3366970	BLACK CREEK	42.874064	-78.17326
20200040902	Headwaters Otsquago Creek	1051360	OTSQUAGO CRK	42.918292	-74.779517
20200041104	Evas Kill-Mohawk River	3310220	TERWILLEGER CREEK	42.915555	-74.153456
41402011506	Hemlock Creek-Onondaga Creek	1079390	Kennedy Creek	42.913339	-76.115553
20200041104	Evas Kill-Mohawk River	1002970	TERWILLEGER CREEK	42.915736	-74.153576
